"PUPIL","ACT","OBSERVED","ORDERED","EXPECTATION","VARIANCE","ZSCORE","RESIDUAL","PERSON MEASURE","ITEM MEASURE","MEASURE DIFFERENCE","LOG(PROBABILITY)","PREDICTED PERSON MEASURE","PREDICTED ITEM MEASURE","MORE PROBABLE RESPONSE","CODE","PERSON LABEL","ITEM LABEL"
58,20,0,0,.729,.417,-1.129,-.729,1.125,1.747,-.622,-.966,-.373,3.244,1,"00","CLAPP, DOCENT","WATCH BUGS"
58,21,2,2,1.778,.206,.489,.222,1.125,-.804,1.929,-.230,.997,-.677,2,"02","CLAPP, DOCENT","WATCH BIRD MAKE NEST"
58,22,1,1,1.496,.365,-.822,-.496,1.125,-.009,1.134,-.944,-.009,1.125,2,"01","CLAPP, DOCENT","FIND OUT WHAT ANIMALS EAT"
58,23,0,0,.576,.447,-.861,-.576,1.125,1.947,-.822,-.643,.154,2.917,0,"00","CLAPP, DOCENT","WATCH A RAT"
58,24,2,2,1.651,.304,.632,.349,1.125,-.320,1.445,-.371,1.496,-.692,2,"02","CLAPP, DOCENT","FIND OUT WHAT FLOWERS LIVE ON"
58,25,1,1,1.320,.426,-.491,-.320,1.125,.421,.703,-.751,.421,1.125,1,"01","CLAPP, DOCENT","TALK W/FRIENDS ABOUT PLANTS"
59,1,2,2,1.809,.158,.481,.191,2.214,-.892,3.106,-.210,1.879,-.556,2,"02","CLAPP, LB","WATCH BIRDS"
59,2,2,2,1.920,.080,.283,.080,2.214,-.611,2.825,-.080,1.065,.539,2,"02","CLAPP, LB","READ BOOKS ON ANIMALS"
59,3,2,2,1.668,.250,.664,.332,2.214,.279,1.936,-.383,2.577,-.084,2,"02","CLAPP, LB","READ BOOKS ON PLANTS"
59,4,1,1,1.145,.349,-.245,-.145,2.214,1.802,.412,-.462,1.802,2.214,1,"01","CLAPP, LB","WATCH GRASS CHANGE"
59,5,0,0,1.014,.539,-1.381,-1.014,2.214,2.189,.026,-1.336,.357,4.046,1,"00","CLAPP, LB","FIND BOTTLES AND CANS"
59,6,2,2,1.702,.233,.617,.298,2.214,.164,2.051,-.337,2.433,-.055,2,"02","CLAPP, LB","LOOK UP STRANGE ANIMAL OR PLANT"
59,7,1,1,1.516,.348,-.875,-.516,2.214,.994,1.220,-.954,.994,2.214,2,"01","CLAPP, LB","WATCH ANIMAL MOVE"
59,8,1,1,1.226,.385,-.364,-.226,2.214,1.641,.574,-.572,1.641,2.214,1,"01","CLAPP, LB","LOOK IN SIDEWALK CRACKS"
59,9,2,2,1.681,.273,.609,.319,2.214,.600,1.615,-.343,2.492,.322,2,"02","CLAPP, LB","LEARN WEED NAMES"
59,10,2,2,1.950,.048,.227,.050,2.214,-1.570,3.784,-.051,.473,.171,2,"02","CLAPP, LB","LISTEN TO BIRD SING"
59,11,2,2,1.901,.090,.329,.099,2.214,-1.372,3.586,-.103,1.135,-.293,2,"02","CLAPP, LB","FIND WHERE ANIMAL LIVES"
59,12,2,2,1.966,.033,.187,.034,2.214,-1.139,3.354,-.034,-.041,1.116,2,"02","CLAPP, LB","GO TO MUSEUM"
59,13,2,2,1.968,.035,.171,.032,2.214,-.896,3.110,-.030,.437,.881,2,"02","CLAPP, LB","GROW GARDEN"
59,14,2,2,1.688,.245,.630,.312,2.214,.294,1.921,-.352,2.489,.019,2,"02","CLAPP, LB","LOOK AT PICTURES OF PLANTS"
59,15,2,2,1.874,.117,.368,.126,2.214,-.559,2.773,-.130,1.448,.207,2,"02","CLAPP, LB","READ ANIMAL STORIES"
59,16,1,1,1.586,.279,-1.108,-.586,2.214,.468,1.746,-.974,.468,2.214,2,"01","CLAPP, LB","MAKE A MAP"
59,17,2,2,1.765,.200,.526,.235,2.214,.045,2.169,-.255,2.142,.118,2,"02","CLAPP, LB","WATCH WHAT ANIMALS EAT"
59,18,2,2,1.994,.007,.079,.006,2.214,-2.256,4.470,-.006,-.979,.937,2,"02","CLAPP, LB","GO ON PICNIC"
59,19,2,2,1.984,.017,.128,.016,2.214,-2.161,4.375,-.016,-.502,.556,2,"02","CLAPP, LB","GO TO ZOO"
59,20,0,0,1.206,.429,-1.841,-1.206,2.214,1.747,.468,-2.019,-.373,4.334,1,"00","CLAPP, LB","WATCH BUGS"
59,21,2,2,1.922,.077,.283,.078,2.214,-.804,3.018,-.079,.997,.413,2,"02","CLAPP, LB","WATCH BIRD MAKE NEST"
59,22,2,2,1.792,.184,.486,.208,2.214,-.009,2.224,-.222,2.003,.202,2,"02","CLAPP, LB","FIND OUT WHAT ANIMALS EAT"
59,23,2,2,1.147,.541,1.160,.853,2.214,1.947,.268,-1.036,3.739,.422,1,"02","CLAPP, LB","WATCH A RAT"
59,24,2,2,1.873,.122,.364,.127,2.214,-.320,2.535,-.130,1.496,.397,2,"02","CLAPP, LB","FIND OUT WHAT FLOWERS LIVE ON"
59,25,2,2,1.694,.252,.610,.306,2.214,.421,1.793,-.338,2.457,.179,2,"02","CLAPP, LB","TALK W/FRIENDS ABOUT PLANTS"
60,1,1,1,1.611,.254,-1.211,-.611,1.261,-.892,2.153,-.988,-.892,1.261,2,"01","SQUILLY, MICHAEL","WATCH BIRDS"
60,2,2,2,1.794,.202,.459,.206,1.261,-.611,1.872,-.207,1.065,-.414,2,"02","SQUILLY, MICHAEL","READ BOOKS ON ANIMALS"
60,3,2,2,1.375,.356,1.048,.625,1.261,.279,.982,-.831,2.577,-1.037,1,"02","SQUILLY, MICHAEL","READ BOOKS ON PLANTS"
60,4,1,1,.811,.348,.321,.189,1.261,1.802,-.541,-.484,1.802,1.261,1,"01","SQUILLY, MICHAEL","WATCH GRASS CHANGE"
60,5,1,1,.540,.419,.711,.460,1.261,2.189,-.928,-.998,2.189,1.261,0,"01","SQUILLY, MICHAEL","FIND BOTTLES AND CANS"
60,6,1,1,1.422,.350,-.713,-.422,1.261,.164,1.097,-.750,.164,1.261,2,"01","SQUILLY, MICHAEL","LOOK UP STRANGE ANIMAL OR PLANT"
60,7,1,1,1.123,.458,-.182,-.123,1.261,.994,.267,-.641,.994,1.261,1,"01","SQUILLY, MICHAEL","WATCH ANIMAL MOVE"
60,8,1,1,.850,.392,.240,.150,1.261,1.641,-.380,-.536,1.641,1.261,1,"01","SQUILLY, MICHAEL","LOOK IN SIDEWALK CRACKS"
60,9,2,2,1.330,.460,.988,.670,1.261,.600,.661,-.800,2.492,-.631,2,"02","SQUILLY, MICHAEL","LEARN WEED NAMES"
60,10,2,2,1.876,.115,.366,.124,1.261,-1.570,2.831,-.129,.473,-.782,2,"02","SQUILLY, MICHAEL","LISTEN TO BIRD SING"
60,11,2,2,1.774,.183,.528,.226,1.261,-1.372,2.633,-.251,1.135,-1.246,2,"02","SQUILLY, MICHAEL","FIND WHERE ANIMAL LIVES"
60,12,2,2,1.917,.076,.301,.083,1.261,-1.139,2.400,-.087,-.041,.162,2,"02","SQUILLY, MICHAEL","GO TO MUSEUM"
60,13,2,2,1.906,.109,.283,.094,1.261,-.896,2.157,-.085,.437,-.072,2,"02","SQUILLY, MICHAEL","GROW GARDEN"
60,14,1,1,1.392,.371,-.644,-.392,1.261,.294,.967,-.743,.294,1.261,1,"01","SQUILLY, MICHAEL","LOOK AT PICTURES OF PLANTS"
60,15,2,2,1.707,.245,.592,.293,1.261,-.559,1.820,-.320,1.448,-.746,2,"02","SQUILLY, MICHAEL","READ ANIMAL STORIES"
60,16,1,1,1.281,.347,-.478,-.281,1.261,.468,.793,-.556,.468,1.261,1,"01","SQUILLY, MICHAEL","MAKE A MAP"
60,17,1,1,1.505,.347,-.856,-.505,1.261,.045,1.216,-.921,.045,1.261,2,"01","SQUILLY, MICHAEL","WATCH WHAT ANIMALS EAT"
60,18,2,2,1.982,.019,.128,.018,1.261,-2.256,3.517,-.017,-.979,-.016,2,"02","SQUILLY, MICHAEL","GO ON PICNIC"
60,19,2,2,1.957,.043,.207,.043,1.261,-2.161,3.422,-.043,-.502,-.397,2,"02","SQUILLY, MICHAEL","GO TO ZOO"
60,20,1,1,.787,.428,.326,.213,1.261,1.747,-.486,-.641,1.747,1.261,1,"01","SQUILLY, MICHAEL","WATCH BUGS"
60,21,2,2,1.804,.184,.457,.196,1.261,-.804,2.065,-.202,.997,-.540,2,"02","SQUILLY, MICHAEL","WATCH BIRD MAKE NEST"
60,22,1,1,1.545,.341,-.932,-.545,1.261,-.009,1.270,-1.015,-.009,1.261,2,"01","SQUILLY, MICHAEL","FIND OUT WHAT ANIMALS EAT"
60,23,0,0,.639,.476,-.926,-.639,1.261,1.947,-.686,-.726,.154,3.053,0,"00","SQUILLY, MICHAEL","WATCH A RAT"
60,24,2,2,1.691,.275,.590,.309,1.261,-.320,1.581,-.327,1.496,-.556,2,"02","SQUILLY, MICHAEL","FIND OUT WHAT FLOWERS LIVE ON"
60,25,1,1,1.377,.408,-.591,-.377,1.261,.421,.840,-.799,.421,1.261,2,"01","SQUILLY, MICHAEL","TALK W/FRIENDS ABOUT PLANTS"
61,1,2,2,1.362,.294,1.176,.638,.374,-.892,1.265,-.932,1.879,-2.397,1,"02","SQUILLY, BAY OF","WATCH BIRDS"
61,2,1,1,1.524,.420,-.809,-.524,.374,-.611,.984,-1.185,-.611,.374,2,"01","SQUILLY, BAY OF","READ BOOKS ON ANIMALS"
61,3,1,1,1.037,.393,-.060,-.037,.374,.279,.095,-.502,.279,.374,1,"01","SQUILLY, BAY OF","READ BOOKS ON PLANTS"
61,4,1,1,.515,.309,.873,.485,.374,1.802,-1.428,-.786,1.802,.374,0,"01","SQUILLY, BAY OF","WATCH GRASS CHANGE"
61,5,0,0,.254,.230,-.529,-.254,.374,2.189,-1.815,-.266,.357,2.205,0,"00","SQUILLY, BAY OF","FIND BOTTLES AND CANS"
61,6,1,1,1.084,.400,-.133,-.084,.374,.164,.210,-.522,.164,.374,1,"01","SQUILLY, BAY OF","LOOK UP STRANGE ANIMAL OR PLANT"
61,7,0,0,.719,.431,-1.096,-.719,.374,.994,-.620,-.928,-1.063,2.430,1,"00","SQUILLY, BAY OF","WATCH ANIMAL MOVE"
61,8,0,0,.523,.332,-.909,-.523,.374,1.641,-1.267,-.659,-.641,2.656,0,"00","SQUILLY, BAY OF","LOOK IN SIDEWALK CRACKS"
61,9,2,2,.883,.511,1.562,1.117,.374,.600,-.226,-1.590,2.492,-1.519,1,"02","SQUILLY, BAY OF","LEARN WEED NAMES"
61,10,2,2,1.728,.229,.569,.272,.374,-1.570,1.943,-.297,.473,-1.670,2,"02","SQUILLY, BAY OF","LISTEN TO BIRD SING"
61,11,1,1,1.567,.281,-1.069,-.567,.374,-1.372,1.746,-.922,-1.372,.374,2,"01","SQUILLY, BAY OF","FIND WHERE ANIMAL LIVES"
61,12,2,2,1.819,.148,.469,.181,.374,-1.139,1.513,-.199,-.041,-.725,2,"02","SQUILLY, BAY OF","GO TO MUSEUM"
61,13,2,2,1.730,.322,.475,.270,.374,-.896,1.270,-.232,.437,-.960,2,"02","SQUILLY, BAY OF","GROW GARDEN"
61,14,1,1,1.034,.422,-.052,-.034,.374,.294,.080,-.550,.294,.374,1,"01","SQUILLY, BAY OF","LOOK AT PICTURES OF PLANTS"
61,15,1,1,1.421,.398,-.667,-.421,.374,-.559,.933,-.856,-.559,.374,2,"01","SQUILLY, BAY OF","READ ANIMAL STORIES"
61,16,1,1,.966,.358,.057,.034,.374,.468,-.095,-.445,.468,.374,1,"01","SQUILLY, BAY OF","MAKE A MAP"
61,17,1,1,1.147,.443,-.221,-.147,.374,.045,.328,-.626,.045,.374,1,"01","SQUILLY, BAY OF","WATCH WHAT ANIMALS EAT"
61,18,2,2,1.952,.055,.202,.048,.374,-2.256,2.630,-.044,-.979,-.904,2,"02","SQUILLY, BAY OF","GO ON PICNIC"
61,19,2,2,1.895,.105,.323,.105,.374,-2.161,2.534,-.104,-.502,-1.285,2,"02","SQUILLY, BAY OF","GO TO ZOO"
61,20,0,0,.448,.323,-.789,-.448,.374,1.747,-1.373,-.529,-.373,2.493,0,"00","SQUILLY, BAY OF","WATCH BUGS"
61,21,1,1,1.566,.364,-.938,-.566,.374,-.804,1.178,-1.156,-.804,.374,2,"01","SQUILLY, BAY OF","WATCH BIRD MAKE NEST"
61,22,1,1,1.181,.463,-.266,-.181,.374,-.009,.383,-.685,-.009,.374,1,"01","SQUILLY, BAY OF","FIND OUT WHAT ANIMALS EAT"
61,23,0,0,.305,.275,-.583,-.305,.374,1.947,-1.573,-.320,.154,2.166,0,"00","SQUILLY, BAY OF","WATCH A RAT"
61,24,2,2,1.360,.470,.934,.640,.374,-.320,.694,-.735,1.496,-1.443,2,"02","SQUILLY, BAY OF","FIND OUT WHAT FLOWERS LIVE ON"
61,25,2,2,.977,.471,1.490,1.023,.374,.421,-.048,-1.495,2.457,-1.662,1,"02","SQUILLY, BAY OF","TALK W/FRIENDS ABOUT PLANTS"
62,1,2,2,1.328,.294,1.240,.672,.256,-.892,1.148,-1.009,1.879,-2.514,1,"02","BEISER, ED","WATCH BIRDS"
62,2,2,2,1.473,.452,.784,.527,.256,-.611,.867,-.555,1.065,-1.419,2,"02","BEISER, ED","READ BOOKS ON ANIMALS"
62,3,2,2,.991,.393,1.609,1.009,.256,.279,-.023,-1.649,2.577,-2.042,1,"02","BEISER, ED","READ BOOKS ON PLANTS"
62,4,0,0,.479,.299,-.876,-.479,.256,1.802,-1.546,-.606,-.656,2.714,0,"00","BEISER, ED","WATCH GRASS CHANGE"
62,5,0,0,.228,.209,-.499,-.228,.256,2.189,-1.933,-.238,.357,2.088,0,"00","BEISER, ED","FIND BOTTLES AND CANS"
62,6,0,0,1.037,.401,-1.638,-1.037,.256,.164,.093,-1.700,-2.106,2.525,1,"00","BEISER, ED","LOOK UP STRANGE ANIMAL OR PLANT"
62,7,0,0,.669,.417,-1.036,-.669,.256,.994,-.738,-.847,-1.063,2.313,1,"00","BEISER, ED","WATCH ANIMAL MOVE"
62,8,0,0,.485,.319,-.860,-.485,.256,1.641,-1.385,-.599,-.641,2.538,0,"00","BEISER, ED","LOOK IN SIDEWALK CRACKS"
62,9,2,2,.824,.502,1.661,1.176,.256,.600,-.343,-1.724,2.492,-1.636,1,"02","BEISER, ED","LEARN WEED NAMES"
62,10,2,2,1.700,.247,.603,.300,.256,-1.570,1.826,-.330,.473,-1.787,2,"02","BEISER, ED","LISTEN TO BIRD SING"
62,11,2,2,1.533,.292,.865,.467,.256,-1.372,1.628,-.590,1.135,-2.251,2,"02","BEISER, ED","FIND WHERE ANIMAL LIVES"
62,12,2,2,1.801,.159,.498,.199,.256,-1.139,1.395,-.221,-.041,-.843,2,"02","BEISER, ED","GO TO MUSEUM"
62,13,2,2,1.690,.367,.512,.310,.256,-.896,1.152,-.266,.437,-1.077,2,"02","BEISER, ED","GROW GARDEN"
62,14,2,2,.984,.422,1.563,1.016,.256,.294,-.037,-1.592,2.489,-1.939,1,"02","BEISER, ED","LOOK AT PICTURES OF PLANTS"
62,15,2,2,1.373,.416,.972,.627,.256,-.559,.815,-.768,1.448,-1.751,2,"02","BEISER, ED","READ ANIMAL STORIES"
62,16,0,0,.924,.358,-1.545,-.924,.256,.468,-.212,-1.515,-1.962,2.686,1,"00","BEISER, ED","MAKE A MAP"
62,17,2,2,1.095,.448,1.352,.905,.256,.045,.211,-1.287,2.142,-1.840,1,"02","BEISER, ED","WATCH WHAT ANIMALS EAT"
62,18,2,2,1.945,.064,.216,.055,.256,-2.256,2.512,-.050,-.979,-1.021,2,"02","BEISER, ED","GO ON PICNIC"
62,19,2,2,1.882,.118,.343,.118,.256,-2.161,2.417,-.117,-.502,-1.402,2,"02","BEISER, ED","GO TO ZOO"
62,20,0,0,.411,.305,-.745,-.411,.256,1.747,-1.491,-.478,-.373,2.376,0,"00","BEISER, ED","WATCH BUGS"
62,21,2,2,1.522,.392,.764,.478,.256,-.804,1.060,-.522,.997,-1.545,2,"02","BEISER, ED","WATCH BIRD MAKE NEST"
62,22,0,0,1.126,.471,-1.641,-1.126,.256,-.009,.265,-1.713,-2.022,2.269,1,"00","BEISER, ED","FIND OUT WHAT ANIMALS EAT"
62,23,0,0,.274,.250,-.549,-.274,.256,1.947,-1.691,-.286,.154,2.049,0,"00","BEISER, ED","WATCH A RAT"
62,24,0,0,1.303,.491,-1.860,-1.303,.256,-.320,.577,-1.966,-2.137,2.073,2,"00","BEISER, ED","FIND OUT WHAT FLOWERS LIVE ON"
62,25,0,0,.922,.468,-1.348,-.922,.256,.421,-.165,-1.287,-1.614,2.292,1,"00","BEISER, ED","TALK W/FRIENDS ABOUT PLANTS"
63,1,1,1,1.540,.274,-1.031,-.540,.992,-.892,1.884,-.833,-.892,.992,2,"01","BECKER, SELWIN","WATCH BIRDS"
63,2,2,2,1.732,.258,.528,.268,.992,-.611,1.603,-.271,1.065,-.683,2,"02","BECKER, SELWIN","READ BOOKS ON ANIMALS"
63,3,1,1,1.276,.374,-.451,-.276,.992,.279,.714,-.599,.279,.992,1,"01","BECKER, SELWIN","READ BOOKS ON PLANTS"
63,4,1,1,.718,.342,.483,.282,.992,1.802,-.810,-.547,1.802,.992,1,"01","BECKER, SELWIN","WATCH GRASS CHANGE"
63,5,0,0,.435,.359,-.725,-.435,.992,2.189,-1.196,-.475,.357,2.824,0,"00","BECKER, SELWIN","FIND BOTTLES AND CANS"
63,6,1,1,1.325,.372,-.532,-.325,.992,.164,.829,-.649,.164,.992,1,"01","BECKER, SELWIN","LOOK UP STRANGE ANIMAL OR PLANT"
63,7,0,0,.999,.464,-1.466,-.999,.992,.994,-.002,-1.459,-1.063,3.049,1,"00","BECKER, SELWIN","WATCH ANIMAL MOVE"
63,8,1,1,.746,.381,.412,.254,.992,1.641,-.649,-.590,1.641,.992,1,"01","BECKER, SELWIN","LOOK IN SIDEWALK CRACKS"
63,9,2,2,1.201,.497,1.134,.799,.992,.600,.393,-.998,2.492,-.900,1,"02","BECKER, SELWIN","LEARN WEED NAMES"
63,10,2,2,1.842,.143,.418,.158,.992,-1.570,2.562,-.166,.473,-1.051,2,"02","BECKER, SELWIN","LISTEN TO BIRD SING"
63,11,2,2,1.721,.214,.604,.279,.992,-1.372,2.364,-.319,1.135,-1.515,2,"02","BECKER, SELWIN","FIND WHERE ANIMAL LIVES"
63,12,2,2,1.894,.095,.344,.106,.992,-1.139,2.131,-.112,-.041,-.106,2,"02","BECKER, SELWIN","GO TO MUSEUM"
63,13,2,2,1.872,.153,.329,.128,.992,-.896,1.888,-.114,.437,-.341,2,"02","BECKER, SELWIN","GROW GARDEN"
63,14,1,1,1.289,.395,-.459,-.289,.992,.294,.699,-.651,.294,.992,1,"01","BECKER, SELWIN","LOOK AT PICTURES OF PLANTS"
63,15,2,2,1.635,.292,.676,.365,.992,-.559,1.551,-.408,1.448,-1.015,2,"02","BECKER, SELWIN","READ ANIMAL STORIES"
63,16,2,2,1.187,.354,1.366,.813,.992,.468,.524,-1.245,2.899,-1.438,1,"02","BECKER, SELWIN","MAKE A MAP"
63,17,2,2,1.406,.385,.957,.594,.992,.045,.947,-.738,2.142,-1.104,2,"02","BECKER, SELWIN","WATCH WHAT ANIMALS EAT"
63,18,2,2,1.976,.026,.147,.024,.992,-2.256,3.248,-.022,-.979,-.285,2,"02","BECKER, SELWIN","GO ON PICNIC"
63,19,2,2,1.944,.057,.236,.056,.992,-2.161,3.153,-.056,-.502,-.666,2,"02","BECKER, SELWIN","GO TO ZOO"
63,20,1,1,.675,.404,.512,.325,.992,1.747,-.754,-.713,1.747,.992,1,"01","BECKER, SELWIN","WATCH BUGS"
63,21,2,2,1.749,.230,.523,.251,.992,-.804,1.796,-.261,.997,-.809,2,"02","BECKER, SELWIN","WATCH BIRD MAKE NEST"
63,22,2,2,1.447,.386,.890,.553,.992,-.009,1.002,-.661,2.003,-1.021,2,"02","BECKER, SELWIN","FIND OUT WHAT ANIMALS EAT"
63,23,0,0,.519,.417,-.803,-.519,.992,1.947,-.954,-.571,.154,2.785,0,"00","BECKER, SELWIN","WATCH A RAT"
63,24,1,1,1.609,.333,-1.056,-.609,.992,-.320,1.313,-1.219,-.320,.992,2,"01","BECKER, SELWIN","FIND OUT WHAT FLOWERS LIVE ON"
63,25,0,0,1.263,.440,-1.903,-1.263,.992,.421,.571,-2.093,-1.614,3.028,1,"00","BECKER, SELWIN","TALK W/FRIENDS ABOUT PLANTS"
64,1,2,2,1.611,.254,.771,.389,1.261,-.892,2.153,-.479,1.879,-1.509,2,"02","CORLEONE, VITO","WATCH BIRDS"
64,2,2,2,1.794,.202,.459,.206,1.261,-.611,1.872,-.207,1.065,-.414,2,"02","CORLEONE, VITO","READ BOOKS ON ANIMALS"
64,3,1,1,1.375,.356,-.628,-.375,1.261,.279,.982,-.687,.279,1.261,1,"01","CORLEONE, VITO","READ BOOKS ON PLANTS"
64,4,0,0,.811,.348,-1.375,-.811,1.261,1.802,-.541,-1.250,-.656,3.719,1,"00","CORLEONE, VITO","WATCH GRASS CHANGE"
64,5,0,0,.540,.419,-.833,-.540,1.261,2.189,-.928,-.605,.357,3.093,0,"00","CORLEONE, VITO","FIND BOTTLES AND CANS"
64,6,2,2,1.422,.350,.978,.578,1.261,.164,1.097,-.745,2.433,-1.008,2,"02","CORLEONE, VITO","LOOK UP STRANGE ANIMAL OR PLANT"
64,7,2,2,1.123,.458,1.295,.877,1.261,.994,.267,-1.210,3.050,-.796,1,"02","CORLEONE, VITO","WATCH ANIMAL MOVE"
64,8,1,1,.850,.392,.240,.150,1.261,1.641,-.380,-.536,1.641,1.261,1,"01","CORLEONE, VITO","LOOK IN SIDEWALK CRACKS"
64,9,1,1,1.330,.460,-.486,-.330,1.261,.600,.661,-.841,.600,1.261,2,"01","CORLEONE, VITO","LEARN WEED NAMES"
64,10,2,2,1.876,.115,.366,.124,1.261,-1.570,2.831,-.129,.473,-.782,2,"02","CORLEONE, VITO","LISTEN TO BIRD SING"
64,11,2,2,1.774,.183,.528,.226,1.261,-1.372,2.633,-.251,1.135,-1.246,2,"02","CORLEONE, VITO","FIND WHERE ANIMAL LIVES"
64,12,2,2,1.917,.076,.301,.083,1.261,-1.139,2.400,-.087,-.041,.162,2,"02","CORLEONE, VITO","GO TO MUSEUM"
64,13,2,2,1.906,.109,.283,.094,1.261,-.896,2.157,-.085,.437,-.072,2,"02","CORLEONE, VITO","GROW GARDEN"
64,14,1,1,1.392,.371,-.644,-.392,1.261,.294,.967,-.743,.294,1.261,1,"01","CORLEONE, VITO","LOOK AT PICTURES OF PLANTS"
64,15,2,2,1.707,.245,.592,.293,1.261,-.559,1.820,-.320,1.448,-.746,2,"02","CORLEONE, VITO","READ ANIMAL STORIES"
64,16,1,1,1.281,.347,-.478,-.281,1.261,.468,.793,-.556,.468,1.261,1,"01","CORLEONE, VITO","MAKE A MAP"
64,17,2,2,1.505,.347,.840,.495,1.261,.045,1.216,-.592,2.142,-.835,2,"02","CORLEONE, VITO","WATCH WHAT ANIMALS EAT"
64,18,2,2,1.982,.019,.128,.018,1.261,-2.256,3.517,-.017,-.979,-.016,2,"02","CORLEONE, VITO","GO ON PICNIC"
64,19,2,2,1.957,.043,.207,.043,1.261,-2.161,3.422,-.043,-.502,-.397,2,"02","CORLEONE, VITO","GO TO ZOO"
64,20,1,1,.787,.428,.326,.213,1.261,1.747,-.486,-.641,1.747,1.261,1,"01","CORLEONE, VITO","WATCH BUGS"
64,21,2,2,1.804,.184,.457,.196,1.261,-.804,2.065,-.202,.997,-.540,2,"02","CORLEONE, VITO","WATCH BIRD MAKE NEST"
64,22,2,2,1.545,.341,.780,.455,1.261,-.009,1.270,-.526,2.003,-.752,2,"02","CORLEONE, VITO","FIND OUT WHAT ANIMALS EAT"
64,23,0,0,.639,.476,-.926,-.639,1.261,1.947,-.686,-.726,.154,3.053,0,"00","CORLEONE, VITO","WATCH A RAT"
64,24,1,1,1.691,.275,-1.318,-.691,1.261,-.320,1.581,-1.394,-.320,1.261,2,"01","CORLEONE, VITO","FIND OUT WHAT FLOWERS LIVE ON"
64,25,1,1,1.377,.408,-.591,-.377,1.261,.421,.840,-.799,.421,1.261,2,"01","CORLEONE, VITO","TALK W/FRIENDS ABOUT PLANTS"
65,1,1,1,1.433,.290,-.803,-.433,.614,-.892,1.505,-.649,-.892,.614,1,"01","CORLEONE, MICHAEL","WATCH BIRDS"
65,2,2,2,1.617,.353,.645,.383,.614,-.611,1.225,-.393,1.065,-1.061,2,"02","CORLEONE, MICHAEL","READ BOOKS ON ANIMALS"
65,3,1,1,1.131,.389,-.211,-.131,.614,.279,.335,-.522,.279,.614,1,"01","CORLEONE, MICHAEL","READ BOOKS ON PLANTS"
65,4,1,1,.591,.325,.717,.409,.614,1.802,-1.188,-.678,1.802,.614,1,"01","CORLEONE, MICHAEL","WATCH GRASS CHANGE"
65,5,2,2,.315,.277,3.202,1.685,.614,2.189,-1.575,-3.483,4.020,-1.218,0,"02","CORLEONE, MICHAEL","FIND BOTTLES AND CANS"
65,6,1,1,1.179,.393,-.286,-.179,.614,.164,.450,-.554,.164,.614,1,"01","CORLEONE, MICHAEL","LOOK UP STRANGE ANIMAL OR PLANT"
65,7,1,1,.825,.451,.260,.175,.614,.994,-.380,-.657,.994,.614,1,"01","CORLEONE, MICHAEL","WATCH ANIMAL MOVE"
65,8,0,0,.606,.355,-1.018,-.606,.614,1.641,-1.027,-.794,-.641,2.896,1,"00","CORLEONE, MICHAEL","LOOK IN SIDEWALK CRACKS"
65,9,0,0,1.007,.518,-1.399,-1.007,.614,.600,.014,-1.365,-1.293,2.506,1,"00","CORLEONE, MICHAEL","LEARN WEED NAMES"
65,10,2,2,1.778,.192,.505,.222,.614,-1.570,2.184,-.238,.473,-1.429,2,"02","CORLEONE, MICHAEL","LISTEN TO BIRD SING"
65,11,2,2,1.631,.257,.727,.369,.614,-1.372,1.986,-.441,1.135,-1.893,2,"02","CORLEONE, MICHAEL","FIND WHERE ANIMAL LIVES"
65,12,2,2,1.852,.126,.416,.148,.614,-1.139,1.753,-.160,-.041,-.485,2,"02","CORLEONE, MICHAEL","GO TO MUSEUM"
65,13,2,2,1.798,.243,.410,.202,.614,-.896,1.510,-.176,.437,-.719,2,"02","CORLEONE, MICHAEL","GROW GARDEN"
65,14,0,0,1.135,.417,-1.758,-1.135,.614,.294,.320,-1.897,-1.901,2.809,1,"00","CORLEONE, MICHAEL","LOOK AT PICTURES OF PLANTS"
65,15,1,1,1.512,.358,-.855,-.512,.614,-.559,1.173,-.969,-.559,.614,2,"01","CORLEONE, MICHAEL","READ ANIMAL STORIES"
65,16,2,2,1.052,.358,1.584,.948,.614,.468,.146,-1.578,2.899,-1.816,1,"02","CORLEONE, MICHAEL","MAKE A MAP"
65,17,1,1,1.252,.427,-.386,-.252,.614,.045,.568,-.674,.045,.614,1,"01","CORLEONE, MICHAEL","WATCH WHAT ANIMALS EAT"
65,18,2,2,1.964,.041,.178,.036,.614,-2.256,2.870,-.034,-.979,-.664,2,"02","CORLEONE, MICHAEL","GO ON PICNIC"
65,19,2,2,1.918,.083,.286,.082,.614,-2.161,2.774,-.082,-.502,-1.044,2,"02","CORLEONE, MICHAEL","GO TO ZOO"
65,20,1,1,.530,.358,.785,.470,.614,1.747,-1.133,-.864,1.747,.614,0,"01","CORLEONE, MICHAEL","WATCH BUGS"
65,21,2,2,1.647,.309,.635,.353,.614,-.804,1.418,-.375,.997,-1.187,2,"02","CORLEONE, MICHAEL","WATCH BIRD MAKE NEST"
65,22,1,1,1.290,.440,-.437,-.290,.614,-.009,.623,-.742,-.009,.614,1,"01","CORLEONE, MICHAEL","FIND OUT WHAT ANIMALS EAT"
65,23,2,2,.378,.328,2.832,1.622,.614,1.947,-1.333,-3.068,3.739,-1.179,0,"02","CORLEONE, MICHAEL","WATCH A RAT"
